City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,meadow lake,34.8014,-106.5436,18.0,15,2,1.88,US,1699026815
292,sita road,27.0333,67.85,28.49,16,88,1.02,PK,1699026891
293,hengchun,22.0042,120.7439,25.03,78,6,5.97,TW,1699026892
294,lethem,3.3803,-59.7968,36.88,37,63,4.25,GY,1699026892
295,revda,56.801,59.9303,3.94,95,100,5.91,RU,1699026893
296,lahad datu,5.0268,118.327,24.96,91,63,1.26,MY,1699026893
297,north platte,41.1239,-100.7654,11.32,56,100,4.63,US,1699026601
298,alice,27.7523,-98.0697,23.08,61,89,3.03,US,1699026894
299,peabiru,-23.9128,-52.3431,26.83,73,85,6.6,BR,1699026894
300,yeniseysk,58.4497,92.1703,-9.47,74,14,1.34,RU,1699026895
301,walvis bay,-22.9575,14.5053,21.53,60,0,8.75,NA,1699026895
302,ust'-ilimsk,58.0006,102.6619,-14.87,75,38,1.34,RU,1699026896
303,zhanaozen,43.3,52.8,16.37,28,11,2.94,KZ,1699026896
304,nikolayevsk-on-amure,53.1406,140.73,-5.97,84,82,7.14,RU,1699026897
305,aral,40.5156,81.2636,12.83,22,0,2.86,CN,1699026897
306,san bernardo del viento,9.3533,-75.9524,24.64,91,100,3.21,CO,1699026898
307,cabo san lucas,22.8909,-109.9124,27.51,71,31,0.45,MX,1699026416
308,bumba,2.1833,22.4667,23.57,92,55,0.51,CD,1699026898
309,cao bang,22.6667,106.25,21.61,97,11,0.68,VN,1699026899
310,yerofey pavlovich,53.9667,121.9667,-15.23,59,0,1.04,RU,1699026899
311,quang ngai,15.1167,108.8,24.31,92,53,1.74,VN,1699026655
312,kaka,37.3482,59.6143,18.37,24,99,0.7,TM,1699026900
313,sebezh,56.2955,28.4654,7.63,79,79,6.59,RU,1699026901
314,warman,52.3168,-106.5679,-1.05,80,100,2.57,CA,1699026901
315,tralee,52.2704,-9.7026,10.14,87,75,3.09,IE,1699026902
316,linhares,-19.3911,-40.0722,33.26,44,88,2.81,BR,1699026637
317,constantia,44.1833,28.65,17.61,92,81,8.7,RO,1699026669
318,kuraymah,18.55,31.85,32.68,26,10,3.79,SD,1699026904
319,la ronge,55.1001,-105.2842,-8.86,86,100,1.54,CA,1699026840
320,howard springs,-12.497,131.047,28.95,83,11,1.51,AU,1699026906
321,afaahiti,-17.75,-149.2833,22.93,83,94,6.24,PF,1699026906
322,mahina,-17.5065,-149.489,23.87,83,75,1.54,PF,1699026907
323,khandyga,62.6667,135.6,-23.85,100,100,0.85,RU,1699026798
324,coquimbo,-29.9533,-71.3436,18.85,52,0,7.2,CL,1699026909
325,vorgashor,67.5833,63.95,-9.09,95,100,4.0,RU,1699026909
326,minas de marcona,-15.2119,-75.1103,19.74,53,5,6.41,PE,1699026910
327,gautampura,22.9833,75.5167,24.42,35,0,2.31,IN,1699026911
328,temryuk,45.2722,37.3811,16.12,93,59,4.08,RU,1699026911
329,saint-philippe,-21.3585,55.7679,24.77,82,92,1.75,RE,1699026912
330,kerikeri,-35.2268,173.9474,10.51,92,15,1.44,NZ,1699026862
331,rosarito,32.3333,-117.0333,19.48,32,0,1.54,MX,1699026913
332,houghton,47.1219,-88.569,6.52,79,40,7.2,US,1699026900
333,pandan,14.0453,124.1694,27.02,86,46,2.33,PH,1699026914
334,homestead meadows north,31.8496,-106.1729,18.61,35,0,1.54,US,1699026916
335,bathsheba,13.2167,-59.5167,29.34,79,75,10.8,BB,1699026917
336,twon-brass,4.3151,6.2418,27.89,74,98,5.58,NG,1699026918
337,kenai,60.5544,-151.2583,3.97,91,100,1.54,US,1699026918
338,nyurba,63.2842,118.3319,-16.68,97,100,1.66,RU,1699026919
339,okha,53.5739,142.9478,-2.81,90,100,7.54,RU,1699026920
340,san andres,12.5847,-81.7006,31.01,74,40,3.09,CO,1699026920
341,pont rouge,48.8833,-72.0825,5.16,85,100,7.81,CA,1699026921
342,santa barbara,34.7333,-120.0343,23.52,12,89,1.64,US,1699026790
343,howrah,22.5892,88.3103,28.0,74,75,0.0,IN,1699026922
344,puerto san jose,13.9256,-90.8244,26.68,75,88,1.09,GT,1699026923
345,kone,-21.0595,164.8658,19.93,87,72,1.45,NC,1699026924
346,sept-iles,50.2001,-66.3821,6.24,75,75,5.81,CA,1699026925
347,pathein,16.7833,94.7333,25.17,86,21,2.5,MM,1699026925
348,nadym,65.5333,72.5167,-5.3,95,100,10.73,RU,1699026926
349,ban karon,7.8477,98.2985,30.99,70,100,1.81,TH,1699026926
350,macusani,-14.0833,-70.4333,11.78,52,49,5.46,PE,1699026927
351,labuan,5.2767,115.2417,25.2,94,40,0.0,MY,1699026928
352,carahue,-38.7,-73.1667,17.67,41,11,2.01,CL,1699026928
353,cold lake,54.4502,-110.2017,-2.03,86,100,1.54,CA,1699026929
354,laojunmiao,39.8333,97.7333,4.17,42,0,1.1,CN,1699026929
355,gantang,26.92,119.6333,20.87,91,99,1.35,CN,1699026930
356,alofi,-19.0595,-169.9187,23.94,88,75,5.66,NU,1699026930
357,karkira,36.9292,6.5856,18.04,60,80,12.21,DZ,1699026931
358,metro,-5.1131,105.3067,25.02,88,16,2.13,ID,1699026932
359,as sulayyil,20.4607,45.5779,29.14,24,95,4.22,SA,1699026932
360,puerto baquerizo moreno,-0.9,-89.6,27.55,69,40,6.17,EC,1699026750
361,vanino,49.0869,140.2543,-5.04,39,23,6.81,RU,1699026934
362,serenje,-13.2325,30.2352,21.24,56,98,2.05,ZM,1699026934
363,armacao de buzios,-22.7469,-41.8817,33.03,75,4,8.58,BR,1699026832
364,calipatria,33.1256,-115.5142,12.27,16,0,0.24,US,1699026935
365,klishkivtsi,48.4316,26.2623,14.3,68,100,10.92,UA,1699026936
366,kannangad,12.3081,75.1063,26.73,85,100,1.39,IN,1699026936
367,nha trang,12.25,109.1833,27.0,91,65,2.41,VN,1699026814
368,farasan,16.7022,42.1183,29.62,71,59,2.6,SA,1699026937
369,rawson,-43.3002,-65.1023,17.05,37,2,4.1,AR,1699026937
370,boguchany,58.3814,97.4531,-11.19,61,5,3.58,RU,1699026938
371,hilo,19.7297,-155.09,21.81,78,0,3.6,US,1699026938
372,crane,31.3974,-102.3501,15.15,44,0,5.27,US,1699026939
373,bodinayakkanur,10.0167,77.35,24.32,94,100,0.74,IN,1699026939
374,paita,-5.0892,-81.1144,22.87,68,9,5.44,PE,1699026940
375,hamilton,39.1834,-84.5333,13.69,39,20,1.79,US,1699026940
376,egilsstadir,65.2653,-14.3948,3.95,93,75,8.23,IS,1699026941
377,tena,-0.9833,-77.8167,31.09,71,55,0.78,EC,1699026942
378,tommot,58.9564,126.2925,-16.5,96,100,2.73,RU,1699026942
379,chake chake,-5.2459,39.7666,24.78,88,100,3.23,TZ,1699026943
380,banda aceh,5.5577,95.3222,26.51,83,40,3.47,ID,1699026943
381,nadi,-17.8,177.4167,24.0,88,40,2.57,FJ,1699026943
382,debesy,57.6529,53.8049,0.27,80,100,4.87,RU,1699026944
383,mutuali,-14.8706,37.0044,23.77,55,83,2.27,MZ,1699026945
384,ciudad rodrigo,40.6,-6.5333,10.99,82,100,5.05,ES,1699026945
385,salekhard,66.53,66.6019,-6.49,97,100,1.35,RU,1699026946
386,chauk,20.8833,94.8167,28.02,65,60,0.43,MM,1699026947
387,nguigmi,14.2495,13.1092,31.53,23,84,2.7,NE,1699026947
388,filey,54.21,-0.2892,12.1,78,42,1.79,GB,1699026861
389,chibougamau,49.9168,-74.3659,0.79,93,100,8.23,CA,1699026949
390,corn island,12.1694,-83.0418,27.4,84,100,9.12,NI,1699026949
391,kotka,60.4664,26.9458,1.85,83,100,10.51,FI,1699026950
392,kununurra,-15.7667,128.7333,27.99,65,35,2.57,AU,1699026692
393,siuna,13.7332,-84.7773,28.54,67,90,3.51,NI,1699026951
394,kavaratti,10.5669,72.642,28.96,69,79,1.13,IN,1699026951
395,orange walk,17.8333,-88.8333,26.87,75,94,3.16,BZ,1699026952
396,whitecourt,54.1502,-115.6855,-0.42,100,100,0.0,CA,1699026952
397,bamna,23.0833,74.7667,24.13,32,0,3.4,IN,1699026953
398,san pedro pochutla,15.7333,-96.4667,29.42,56,46,1.7,MX,1699026953
399,arauquita,7.0292,-71.4281,27.7,78,93,1.65,CO,1699026954
400,idrinskoye,54.3708,92.1358,-10.58,97,16,1.16,RU,1699026954
401,miringa,10.7312,12.1463,31.09,33,70,2.89,NG,1699026954
402,cockburn town,21.4612,-71.1419,28.45,74,10,8.73,TC,1699026955
403,waat,51.1454,6.4958,11.71,73,20,4.63,DE,1699026955
404,al kharj,24.155,47.3346,30.32,38,100,3.24,SA,1699026956
405,twin falls,42.3505,-114.6445,9.96,81,100,3.6,US,1699026914
406,phan rang-thap cham,11.5667,108.9833,24.94,92,56,2.15,VN,1699026956
407,sarh,9.1429,18.3923,24.95,83,20,2.06,TD,1699026957
408,trinidad,-14.8333,-64.9,33.99,52,20,4.12,BO,1699026957
409,panama city beach,30.1766,-85.8055,20.03,63,0,4.12,US,1699026670
410,bel ombre,-4.6167,55.4167,26.91,89,40,1.03,SC,1699026958
411,tokar,18.4254,37.729,30.56,64,51,6.57,SD,1699026958
412,senador guiomard,-10.1522,-67.7392,32.86,26,70,2.22,BR,1699026959
413,christiana,-27.914,25.1611,26.45,29,100,7.64,ZA,1699026959
414,man,7.4125,-7.5538,28.77,68,63,0.84,CI,1699026960
415,pimentel,-6.8367,-79.9342,23.16,64,20,6.69,PE,1699026960
416,fiambala,-27.6871,-67.6149,21.41,22,0,5.53,AR,1699026960
417,akureyri,65.6835,-18.0878,0.07,91,100,2.09,IS,1699026962
418,decatur,39.8403,-88.9548,11.92,50,0,8.23,US,1699026854
419,male,4.1748,73.5089,27.97,83,75,3.09,MV,1699026963
420,savanna-la-mar,18.219,-78.1332,31.07,55,95,2.65,JM,1699026963
421,joshimath,30.5667,79.5667,10.33,83,94,2.18,IN,1699026964
422,demre,36.2537,29.9777,19.14,91,20,0.19,TR,1699026964
423,kalmunai,7.4167,81.8167,25.98,87,97,4.2,LK,1699026965
424,lata,40.1629,-8.3327,16.15,82,95,4.39,PT,1699026774
425,beyneu,45.3167,55.2,12.78,43,64,5.42,KZ,1699026966
426,raduzhny,62.0961,77.475,-6.26,75,100,9.35,RU,1699026966
427,tanumah,27.1,44.1333,25.32,45,87,2.2,SA,1699026967
428,bereket,39.2446,55.5154,19.43,23,96,2.56,TM,1699026967
429,melfi,40.9965,15.6514,15.31,66,30,7.35,IT,1699026968
430,san luis de la loma,17.2706,-100.8939,28.53,68,26,0.63,MX,1699026969
431,yorkton,51.2167,-102.4677,-7.09,79,0,1.03,CA,1699026970
432,guajara mirim,-10.7828,-65.3394,34.09,52,20,2.06,BR,1699026970
433,ouesso,1.6136,16.0517,22.48,98,100,1.37,CG,1699026971
434,mugia,43.1041,-9.2179,14.53,79,100,10.18,ES,1699026971
435,gadzhiyevo,69.2551,33.3362,-5.7,84,98,3.01,RU,1699026972
436,dourbali,11.8091,15.8632,32.98,20,69,3.56,TD,1699026973
437,sibbo,60.3775,25.2691,7.84,84,75,7.2,FI,1699026973
438,zhangye,38.9342,100.4517,7.87,35,92,1.42,CN,1699026974
439,ar ruseris,11.8659,34.3869,29.95,49,33,1.46,SD,1699026974
440,port shepstone,-30.7414,30.455,20.08,87,100,12.78,ZA,1699026975
441,san juan,-31.5375,-68.5364,19.85,23,0,2.48,AR,1699026831
442,dhamar,14.5427,44.4051,17.31,45,99,4.42,YE,1699026976
443,sarangani,5.4033,125.4636,28.69,71,100,1.61,PH,1699026976
444,port blair,11.6667,92.75,29.02,79,40,2.06,IN,1699026977
445,estevan,49.1334,-102.9842,-4.88,93,100,1.03,CA,1699026978
446,anloga,5.7947,0.8973,28.56,76,75,5.62,GH,1699026978
447,melekeok village,7.4957,134.6367,25.31,94,75,1.54,PW,1699026979
448,kousseri,12.0769,15.0306,33.98,33,20,4.12,CM,1699026980
449,ermenek,36.6404,32.8918,12.48,75,0,1.98,TR,1699026863
450,nykobing mors,56.7933,8.8528,10.1,89,100,8.35,DK,1699026981
451,qionghu,28.843,112.3522,18.04,43,99,6.89,CN,1699026982
452,krusevac,43.58,21.3339,21.2,78,100,2.54,RS,1699026982
453,saint-christol-les-ales,44.0833,4.0833,11.73,85,97,1.77,FR,1699026983
454,axim,4.8699,-2.2405,28.08,75,92,3.99,GH,1699026984
455,chernyshevskiy,63.0128,112.4714,-20.56,98,98,1.15,RU,1699026984
456,chui,-33.6971,-53.4616,19.42,79,100,6.17,UY,1699026985
457,pitimbu,-7.4706,-34.8086,31.33,59,50,5.03,BR,1699026985
458,afula,32.6332,35.3252,24.05,64,22,2.65,IL,1699026687
459,ongjin,37.9347,125.3619,13.86,63,100,2.91,KP,1699026986
460,funafuti,-8.5243,179.1942,28.0,94,40,0.0,TV,1699026987
461,lucapa,-8.4192,20.7447,26.23,63,13,1.2,AO,1699026988
462,brooks,50.5834,-111.8851,-0.01,92,89,2.57,CA,1699026988
463,al mahwit,15.4701,43.5448,17.2,68,100,1.1,YE,1699026989
464,palangkaraya,-2.2,113.8333,23.17,98,100,1.43,ID,1699026990
465,broome,42.2506,-75.833,11.16,48,33,3.13,US,1699026990
466,mount pleasant,32.7941,-79.8626,16.66,69,40,4.12,US,1699026775
467,kinna,57.5073,12.6946,9.76,90,98,2.03,SE,1699026991
468,kuruman,-27.4524,23.4325,25.55,34,100,9.24,ZA,1699026992
469,nogliki,51.8333,143.1667,-4.81,60,41,6.71,RU,1699026993
470,nazret,8.55,39.2667,20.94,58,63,5.75,ET,1699026993
471,paoua,7.2427,16.4406,26.15,71,96,1.42,CF,1699026994
472,princeville,45.7668,-61.2985,8.13,58,0,4.47,CA,1699026995
473,kudahuvadhoo,2.6708,72.8944,27.92,78,43,4.84,MV,1699026995
474,verbilki,56.5333,37.6,4.53,86,33,2.74,RU,1699026996
475,cambria,35.5641,-121.0808,21.73,36,69,1.94,US,1699026791
476,taperoa,-7.2075,-36.8267,34.42,28,57,3.11,BR,1699026997
477,coruripe,-10.1256,-36.1756,30.54,57,79,7.21,BR,1699026998
478,montrose,38.4166,-108.2673,5.96,23,14,0.86,US,1699026998
479,roosevelt,33.9668,-103.4505,16.06,20,0,7.75,US,1699026999
480,sosnogorsk,63.6023,53.8817,-5.81,86,100,5.81,RU,1699027000
481,aldama,22.9167,-98.0667,25.21,65,68,1.69,MX,1699027000
482,levuka,50.1834,-105.4011,-2.16,100,100,1.54,CA,1699027001
483,long beach,33.767,-118.1892,26.06,51,0,0.0,US,1699027001
484,zaragoza,41.6561,-0.8773,13.25,61,20,6.69,ES,1699026888
485,homer,59.6425,-151.5483,5.98,92,100,0.0,US,1699027002
486,harsin,34.2721,47.5861,12.45,54,93,2.07,IR,1699027003
487,midar,34.9403,-3.5331,18.65,67,80,3.96,MA,1699027003
488,enns,48.2141,14.4778,8.36,88,100,5.12,AT,1699027003
489,ust'-kut,56.7938,105.7672,-14.76,78,32,0.89,RU,1699027004
490,lucaya,26.5333,-78.6667,24.96,69,75,8.23,BS,1699027004
491,pajok,3.8651,32.4821,22.14,86,98,0.75,SS,1699027005
492,ormond-by-the-sea,29.3491,-81.0665,25.03,72,40,5.14,US,1699027005
493,bandon,51.7469,-8.7425,10.77,81,6,3.71,IE,1699027006
494,namtsy,62.7161,129.6658,-26.89,100,88,1.23,RU,1699027007
495,mili,6.0815,171.735,28.24,74,100,4.38,MH,1699027007
496,puke,42.0444,19.8997,13.25,97,100,5.05,AL,1699027008
497,veraval,20.9,70.3667,27.54,61,51,3.59,IN,1699026837
498,coromandel,-18.4733,-47.2003,32.47,36,65,3.59,BR,1699027009
499,ariquemes,-9.9133,-63.0408,41.15,24,10,1.4,BR,1699027009
500,shenjiamen,29.9576,122.298,22.12,89,79,4.1,CN,1699026828
501,nouadhibou,20.931,-17.0347,25.99,57,3,7.72,MR,1699027010
502,bobo-dioulasso,11.1771,-4.2979,35.25,36,20,1.54,BF,1699026930
503,santa ana,33.7456,-117.8678,25.7,36,0,1.54,US,1699026741
504,bikenibeu village,1.3673,173.1241,25.98,94,75,1.03,KI,1699027011
505,kimbe,-5.5502,150.1429,24.38,93,99,2.44,PG,1699027012
506,grand falls-windsor,48.9332,-55.6649,5.84,74,10,4.27,CA,1699027012
507,el calafate,-50.3408,-72.2768,8.75,55,91,2.12,AR,1699026874
508,kendari,-3.945,122.4989,24.7,89,64,0.36,ID,1699027013
509,moravsky krumlov,49.0489,16.3117,8.75,91,100,7.2,CZ,1699027013
510,tindouf,27.6711,-8.1474,32.25,18,0,4.12,DZ,1699027014
511,darwin,-12.4611,130.8418,28.99,80,9,1.54,AU,1699027014
512,nova olimpia,-14.7972,-57.2881,40.67,23,88,1.7,BR,1699027015
513,jefferson city,38.5767,-92.1735,13.76,43,0,4.12,US,1699026802
514,sarmiento,-45.5882,-69.07,16.68,22,64,7.32,AR,1699027016
515,keetmanshoop,-26.5833,18.1333,33.51,12,20,4.12,NA,1699027017
516,dangriga,16.9692,-88.2321,24.94,83,100,7.0,BZ,1699027017
517,champerico,14.3,-91.9167,29.3,75,99,1.4,GT,1699027018
518,sylva,58.0348,56.7635,1.65,86,100,4.61,RU,1699027018
519,qinnan,33.2531,119.9133,18.88,84,100,4.33,CN,1699027019
520,skhira,34.2992,10.07,28.82,33,67,12.16,TN,1699027019
521,oriximina,-1.7656,-55.8661,37.93,32,2,3.31,BR,1699026771
522,bodaybo,57.8506,114.1933,-24.05,98,32,0.23,RU,1699027020
523,bubaque,11.2833,-15.8333,28.36,76,70,3.75,GW,1699026817
524,zakamensk,50.3741,103.2863,-6.63,95,97,2.29,RU,1699027021
525,sur,22.5667,59.5289,26.82,61,90,2.61,OM,1699027021
526,mirnyy,62.5353,113.9611,-16.39,95,100,2.79,RU,1699027022
527,lazaro cardenas,17.9583,-102.2,28.53,70,77,0.87,MX,1699027022
528,palmas,-10.2128,-48.3603,31.93,43,20,1.54,BR,1699026993
529,kolyvan',55.3053,82.7391,-8.21,96,34,2.68,RU,1699027024
530,keflavik,64.0049,-22.5624,4.95,60,0,5.14,IS,1699026769
531,gangolli,13.65,74.6667,27.42,80,88,0.58,IN,1699027025
532,auch,43.65,0.5833,10.14,86,100,3.13,FR,1699027025
533,severo-yeniseyskiy,60.3725,93.0408,-15.24,93,74,0.45,RU,1699027025
534,arkhangel'sk,64.5401,40.5433,-3.82,91,23,1.73,RU,1699027026
535,mandalgovi,45.7625,106.2708,1.62,43,100,3.78,MN,1699027027
536,yinchuan,38.4681,106.2731,11.63,28,90,2.86,CN,1699026903
537,n'zeto,-7.2312,12.8666,26.49,81,96,4.02,AO,1699027027
538,arroio grande,-32.2375,-53.0869,16.08,93,100,5.16,BR,1699027028
539,robertsport,6.7533,-11.3686,28.34,73,60,3.56,LR,1699027029
540,loango,-4.6719,11.8312,25.3,83,100,4.97,CG,1699027029
541,vodnyy,63.5046,53.4095,-5.88,87,100,5.78,RU,1699027030
542,fredericton,45.9454,-66.6656,8.79,60,100,3.09,CA,1699027031
543,monrovia,6.3005,-10.7969,28.04,75,32,3.49,LR,1699027032
544,zarand,30.8127,56.564,15.33,55,70,1.52,IR,1699027033
545,jalai nur,49.45,117.7,-13.05,74,100,2.18,CN,1699027033
546,novoul'yanovsk,54.1496,48.3891,4.94,69,6,4.47,RU,1699026778
547,puerto madryn,-42.7692,-65.0385,19.05,29,12,6.21,AR,1699027034
548,karratha,-20.7377,116.8463,29.53,47,14,5.41,AU,1699027022
549,astara,38.5,48.6667,20.99,67,100,0.57,AZ,1699027035
550,nchelenge,-9.3451,28.734,25.64,67,87,0.8,ZM,1699027036
551,aguadilla,18.4275,-67.1541,32.48,76,0,7.72,PR,1699026752
552,fale old settlement,-9.3852,-171.2468,28.13,78,100,7.63,TK,1699027038
553,gudur,14.1333,79.85,27.19,78,95,1.65,IN,1699027039
554,st. john's,47.5649,-52.7093,7.93,67,75,6.69,CA,1699027039
555,wenzhou,27.9994,120.6668,22.38,86,100,0.41,CN,1699027040
556,progreso,21.2833,-89.6667,27.84,78,82,7.97,MX,1699027040
557,vernon,50.2581,-119.2691,8.67,93,96,2.06,CA,1699027041
558,buy,58.4786,41.53,-0.61,87,39,1.49,RU,1699027041
559,yanam,16.7333,82.2167,24.83,92,100,1.48,IN,1699027042
560,visakhapatnam,17.69,83.2093,27.94,89,40,1.54,IN,1699027042
561,vyritsa,59.4078,30.3481,2.88,84,100,4.46,RU,1699027043
562,puerto deseado,-47.7503,-65.8938,11.24,52,8,6.31,AR,1699027043
563,elesbao veloso,-6.2019,-42.1403,39.78,24,43,1.85,BR,1699027044
564,sinop,41.7711,34.8709,13.91,80,8,1.62,TR,1699027044
565,igarka,67.4667,86.5833,-11.07,83,100,10.11,RU,1699027045
566,nizhnesortymskiy,62.4397,71.7603,-3.41,94,100,11.54,RU,1699027045
567,kalymnos,36.95,26.9833,24.74,78,20,5.14,GR,1699027045
568,santo domingo de la calzada,42.4285,-2.9555,9.86,59,93,5.55,ES,1699027046
569,hondo,32.45,130.2,19.84,75,0,2.16,JP,1699027046
570,balkanabat,39.5108,54.3671,20.99,28,64,1.91,TM,1699027047
571,bosaso,11.2842,49.1816,26.86,81,97,2.44,SO,1699027048
572,kidal,18.4411,1.4078,34.61,9,0,4.11,ML,1699027048
573,stephenville,32.2207,-98.2023,17.65,73,0,4.12,US,1699026967
574,constitucion,-35.3333,-72.4167,17.49,51,9,6.4,CL,1699027049
575,victoriaville,46.0501,-71.9658,8.6,55,79,6.23,CA,1699027050
576,tucuma,-0.1833,-50.05,33.72,48,1,4.57,BR,1699026825
577,guillermo zuniga,24.0167,-99.2,20.06,60,6,1.71,MX,1699027050
578,calvinia,-31.4707,19.776,19.36,39,58,7.93,ZA,1699027051
579,san julian,21.0167,-102.1667,18.69,38,97,2.39,MX,1699026779
580,ahiri,19.4,80.0167,23.82,72,17,1.2,IN,1699027052
581,abbeville,50.1,1.8333,12.36,74,35,6.44,FR,1699026825
582,oranjemund,-28.55,16.4333,17.55,82,41,3.74,NA,1699027053
583,cuenca,-2.8833,-78.9833,20.07,34,20,1.54,EC,1699027053
